Sales Title,Location/Distance (Miles),Price (£),Mileage,Year,Fuel Type,Transmissions,Colour,Number of Doors,Engine Size,Number of Reviews,Rating,Body Type,CO2 Emissions (g/km)
Vauxhall Crossland X 1.2L Elite Nav,2,13399,16017,2019,Petrol,Manual,Black,5,1.2 L,0,N/A,Suv,106
Vauxhall Corsa 1.2L SE,2,13399,10019,2021,Petrol,Manual,White,5,1.2 L,268,4,Hatchback,118
Vauxhall Grandland X 1.2L SE Turbo,2,13399,32214,2019,Petrol,Manual,Grey,5,1.2 L,0,N/A,Suv,120
Ford S-Max 2L Titanium TDCi,2,13399,96145,2017,Diesel,Manual,Black,5,2.0 L,25,4.5,Mpv,129
Mini Hatch 1.5L Cooper,2,13449,30410,2016,Petrol,Manual,Green,5,1.5 L,0,N/A,Hatchback,109
Volvo V40 Cross Country 2L D2,2,13449,64774,2016,Diesel,Automatic,Blue,5,2.0 L,46,4.5,Hatchback,101
Smart forfour 1L Urbanshadow,2,13449,18516,2019,Petrol,Automatic,Grey,5,1.0 L,3,4,Hatchback,112
Peugeot 308 1.2L Allure PureTech,2,13449,32593,2021,Petrol,Manual,Silver,5,1.2 L,51,4,Hatchback,126
Mini Hatch 1.5L Cooper Classic,2,13449,36269,2019,Petrol,Manual,Silver,5,1.5 L,0,N/A,Hatchback,123
Peugeot 2008 1.2L Active PureTech,2,13499,12496,2019,Petrol,Manual,Black,5,1.2 L,14,4.5,Suv,114
Ford Focus 1L ST-Line EcoBoost T,2,13499,30293,2018,Petrol,Manual,White,5,1.0 L,620,4,Hatchback,112
BMW 1 Series 1.5L M Sport 116d,2,13499,42566,2016,Diesel,Manual,Black,5,1.5 L,12,4.5,Hatchback,106
Mini Hatch 1.5L Cooper Classic,2,13499,22114,2018,Petrol,Manual,Silver,3,1.5 L,0,N/A,Hatchback,124
Vauxhall Mokka X 1.4L Elite i Turbo,2,13499,48901,2018,Petrol,Automatic,Blue,5,1.4 L,32,4.5,Suv,162
Renault Zoe Dynamique Nav R110,2,13499,20497,2019,Electric,Automatic,White,5,N/A,0,N/A,Hatchback,0
Citroen C3 Aircross 1.2L Flair PureTech,2,13549,10157,2018,Petrol,Manual,Blue,5,1.2 L,70,4,Suv,118
Peugeot 308 1.6L GTi by Peugeot Sport THP,2,13549,58143,2016,Petrol,Manual,Black,5,1.6 L,51,4,Hatchback,139
Mini Hatch 1.5L Cooper,2,13549,26020,2018,Petrol,Manual,Blue,5,1.5 L,0,N/A,Hatchback,109
Ford Kuga 1.5L Titanium TDCi,2,13549,48285,2018,Diesel,Manual,Silver,5,1.5 L,31,4.5,Suv,115
Ford Fiesta 1L Titanium EcoBoost T,2,13549,24335,2020,Petrol,Manual,Black,5,1.0 L,373,4,Hatchback,116
Ford EcoSport 1L Zetec EcoBoost T,2,13549,10231,2019,Petrol,Manual,Black,5,1.0 L,3,4.5,Suv,119
Nissan Juke 1.6L Tekna,2,13599,38471,2018,Petrol,Automatic,Silver,5,1.6 L,31,4,Suv,139
Ford C-Max 2L Titanium TDCi,2,13599,28224,2018,Diesel,Automatic,Grey,5,2.0 L,77,4.5,Mpv,124
Peugeot 208 1.2L Allure Premium PureTech,2,13599,40114,2020,Petrol,Manual,White,5,1.2 L,24,4.5,Hatchback,125
BMW 3 Series 2L ED Plus 320d,2,13599,34169,2016,Diesel,Manual,Blue,4,2.0 L,126,4,Saloon,108
DS DS 3 1.2L Connected Chic PureTech,2,13649,14706,2019,Petrol,Automatic,White,3,1.2 L,1,4.5,Hatchback,119
Mini Hatch 1.5L Cooper,2,13649,16897,2018,Petrol,Manual,Green,3,1.5 L,0,N/A,Hatchback,117
Toyota Yaris 1.5L Design VVT-h,2,13649,52329,2019,Hybrid,Automatic,Black,5,1.5 L,155,4.5,Hatchback,89
Citroen C3 1.2L Flair PureTech,2,13699,10505,2020,Petrol,Manual,Blue,5,1.2 L,70,4,Hatchback,130
Seat Arona 1L XCELLENCE TSI,2,13699,40463,2017,Petrol,Manual,Orange,5,1.0 L,0,N/A,Suv,113
Nissan Qashqai 1.6L N-Connecta DIG-T,2,13699,40930,2016,Petrol,Manual,Red,5,1.6 L,100,4.5,Suv,138
Volkswagen Polo 1L SE TSI,2,13699,52332,2018,Petrol,Manual,Black,5,1.0 L,151,4,Hatchback,101
Vauxhall Mokka X 1.4L Active ecoTEC i Turbo,2,13699,28168,2019,Petrol,Manual,White,5,1.4 L,32,4.5,Suv,150
Vauxhall Corsa 1.2L SE,2,13699,6843,2021,Petrol,Manual,Orange,5,1.2 L,268,4,Hatchback,118
Ford Focus 1L Titanium X EcoBoost T,2,13699,28471,2017,Petrol,Automatic,Orange,5,1.0 L,620,4,Estate,125
Vauxhall Mokka X 1.4L Elite Nav i Turbo,2,13699,52610,2018,Petrol,Automatic,Black,5,1.4 L,32,4.5,Suv,162
Ford Focus 1L ST-Line EcoBoost T,2,13749,48342,2018,Petrol,Manual,Grey,5,1.0 L,620,4,Hatchback,112
Seat Arona 1L SE Technology TSI,2,13749,26947,2019,Petrol,Manual,Blue,5,1.0 L,0,N/A,Suv,113
Toyota Yaris 1.5L Design VVT-h,2,13749,26618,2016,Petrol,Automatic,Red,5,1.5 L,155,4.5,Hatchback,82
Volvo V60 Cross Country 2L SE Nav D4,2,13749,86215,2017,Diesel,Manual,Black,5,2.0 L,8,3.5,Estate,111
Citroen C4 Picasso 1.6L Flair BlueHDi,2,13749,34677,2017,Diesel,Automatic,Red,5,1.6 L,19,4.5,Mpv,103
Nissan Juke 1.6L N-Connecta,2,13749,16050,2018,Petrol,Automatic,Red,5,1.6 L,31,4,Suv,139
Vauxhall Mokka X 1.4L Design Nav i Turbo,2,13749,10337,2017,Petrol,Automatic,White,5,1.4 L,32,4.5,Suv,149
Mini Hatch 1.5L Cooper,2,13749,18889,2018,Petrol,Manual,Silver,5,1.5 L,0,N/A,Hatchback,123
Mazda Mazda2 1.5L SE-L Nav+ SKYACTIV-G,2,13749,24155,2019,Petrol,Automatic,Red,5,1.5 L,40,4,Hatchback,118
Mini Convertible 2L Cooper S,2,13749,34212,2017,Petrol,Manual,Blue,2,2.0 L,4,3.5,Convertible,139
Vauxhall Crossland X 1.2L Elite Nav,2,13799,14882,2019,Petrol,Manual,Grey,5,1.2 L,0,N/A,Suv,106
Dacia Duster 1L Comfort TCe,2,13799,10058,2020,Petrol,Manual,Red,5,1.0 L,19,4,Suv,140
Audi A4 1.4L SE TFSI,2,13799,30862,2016,Petrol,Manual,Red,4,1.4 L,100,4,Saloon,126
Toyota AYGO 1L x-play VVT-i,2,13799,1085,2020,Petrol,Automatic,Grey,5,1.0 L,41,4,Hatchback,95
Vauxhall Corsa 1.2L SE,2,13799,6822,2021,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,118
Vauxhall Corsa 1.2L SE,2,13849,7019,2021,Petrol,Manual,White,5,1.2 L,268,4,Hatchback,118
Ford Fiesta 1L ST-Line EcoBoost T,2,13849,20758,2019,Petrol,Manual,Blue,5,1.0 L,373,4,Hatchback,108
Mini Hatch 1.5L Cooper,2,13849,66049,2018,Petrol,Automatic,Red,3,1.5 L,0,N/A,Hatchback,112
Kia Venga 1.6L 3,2,13849,18008,2019,Petrol,Automatic,White,5,1.6 L,31,4.5,Mpv,159
Skoda Citigo SE iV,2,13849,22937,2020,Electric,Automatic,Red,5,N/A,15,4.5,Hatchback,0
Seat Arona 1L SE TSI,2,13899,30238,2020,Petrol,Manual,Silver,5,1.0 L,0,N/A,Suv,112
Ford Grand C-Max 1.5L Zetec TDCi,2,13899,30369,2019,Diesel,Manual,Blue,5,1.5 L,77,4.5,Mpv,131
Audi A3 1.4L SE CoD TFSI,2,13899,26581,2016,Petrol,Automatic,Silver,3,1.4 L,76,4.5,Hatchback,104
Nissan Juke 1.6L Tekna DIG-T,2,13899,26434,2017,Petrol,Automatic,White,5,1.6 L,31,4,Suv,153
Ford EcoSport 1L Titanium EcoBoost T,2,13899,62212,2019,Petrol,Automatic,Red,5,1.0 L,3,4.5,Suv,140
Vauxhall Corsa 1.2L SE Edition,2,13949,12605,2021,Petrol,Manual,White,5,1.2 L,268,4,Hatchback,118
Vauxhall Corsa 1.2L SRi Turbo,2,13949,36844,2021,Petrol,Manual,White,5,1.2 L,268,4,Hatchback,119
Ford EcoSport 1L Zetec EcoBoost T,2,13949,12461,2019,Petrol,Manual,Black,5,1.0 L,3,4.5,Suv,119
Volkswagen Golf 1.6L Match Edition TDI,2,13949,64635,2020,Diesel,Manual,Red,5,1.6 L,100,4.5,Hatchback,128
Vauxhall Corsa 1.2L SE Nav Premium,2,13949,4454,2021,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,125
MG MG3 1.5L Exclusive Nav VTi-TECH,2,13999,5002,2022,Petrol,Manual,Blue,5,1.5 L,6,3.5,Hatchback,147
BMW 1 Series 1.5L SE Business 116d,2,13999,44450,2019,Diesel,Manual,Grey,5,1.5 L,12,4.5,Hatchback,111
Vauxhall Astra 1.2L Business Edition Nav Turbo,2,13999,7035,2020,Petrol,Manual,White,5,1.2 L,368,4,Hatchback,120
Vauxhall Zafira Tourer 1.4L SRi i Turbo,2,13999,22558,2017,Petrol,Manual,Red,5,1.4 L,160,4,Mpv,156
Vauxhall Grandland X 1.5L Elite Nav BlueInjection Turbo D,2,13999,62359,2019,Diesel,Manual,Grey,5,1.5 L,0,N/A,Suv,111
Ford Fiesta 1L ST-Line Edition EcoBoost T,2,13999,16750,2020,Petrol,Manual,White,4,1.0 L,373,4,Hatchback,118
Peugeot 208 1.2L Allure PureTech,2,13999,18320,2020,Petrol,Manual,Grey,5,1.2 L,24,4.5,Hatchback,125
Kia Rio 1.4L 2,2,14049,38714,2019,Petrol,Automatic,Black,5,1.4 L,44,4,Hatchback,143
Ford Fiesta 1L ST-Line EcoBoost T,2,14049,18727,2020,Petrol,Manual,Blue,5,1.0 L,373,4,Hatchback,108
Ford Fiesta 1L ST-Line EcoBoost T,2,14049,12295,2020,Petrol,Manual,Blue,5,1.0 L,373,4,Hatchback,109
Toyota Yaris 1.5L Icon VVT-h,2,14049,26274,2017,Hybrid,Automatic,Black,5,1.5 L,155,4.5,Hatchback,75
Hyundai i40 1.7L SE Nav Business Blue Drive CRDi,2,14099,38494,2017,Diesel,Manual,Silver,5,1.7 L,14,4.5,Estate,114
Vauxhall Astra 1.4L SRi Nav i Turbo,2,14099,34373,2019,Petrol,Manual,White,5,1.4 L,368,4,Hatchback,123
Mitsubishi ASX 2.3L 4 DI-D,2,14099,38594,2016,Diesel,Automatic,Black,5,2.3 L,8,4.5,Suv,152
Nissan Micra 1L Tekna DIG-T,2,14099,4032,2019,Petrol,Manual,Red,5,1.0 L,114,4,Hatchback,114
Toyota Yaris 1.5L Icon VVT-h,2,14099,26778,2018,Hybrid,Automatic,Black,5,1.5 L,155,4.5,Hatchback,84
Nissan Juke 1.6L Tekna,2,14099,32842,2019,Petrol,Automatic,Black,5,1.6 L,31,4,Suv,152
Toyota Yaris 1.5L Icon VVT-h,2,14149,34947,2018,Hybrid,Automatic,Gold,5,1.5 L,155,4.5,Hatchback,75
Honda Civic 1L SR VTEC Turbo,2,14149,32682,2018,Petrol,Manual,Black,5,1.0 L,184,4.5,Hatchback,110
Vauxhall Corsa 1.2L SRi Turbo,2,14149,18322,2021,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,119
Vauxhall Corsa 1.2L SRi Turbo,2,14149,16581,2021,Petrol,Manual,Red,5,1.2 L,268,4,Hatchback,119
Abarth 595 1.4L Pista 70th T-Jet,2,14149,10106,2021,Petrol,Manual,Black,3,1.4 L,1,3,Hatchback,167
BMW i3 ,2,14149,30746,2015,Electric,Automatic,Grey,4,N/A,0,N/A,Hatchback,0
Vauxhall Corsa 1.2L SE Nav Premium,2,14199,16169,2021,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,125
Volkswagen Polo 1L SE TSI,2,14199,16296,2018,Petrol,Manual,Silver,5,1.0 L,151,4,Hatchback,101
Ford Kuga 2L Titanium TDCi,2,14199,40366,2016,Diesel,Manual,Black,5,2.0 L,31,4.5,Suv,135
Citroen Grand C4 Picasso 1.6L Flair BlueHDi,2,14199,50838,2018,Diesel,Manual,Red,5,1.6 L,25,4,Mpv,106
Ford Fiesta 1L ST-Line EcoBoost T,2,14199,7006,2019,Petrol,Manual,Silver,3,1.0 L,373,4,Hatchback,112
Ford EcoSport 1L ST-Line EcoBoost T,2,14199,22765,2018,Petrol,Manual,Black,5,1.0 L,3,4.5,Suv,119
Vauxhall Corsa 1.4L SE Nav ecoTEC i,2,14249,9849,2019,Petrol,Automatic,Black,5,1.4 L,268,4,Hatchback,143
Mini Hatch 1.5L Cooper Classic,2,14249,16078,2019,Petrol,Manual,Grey,3,1.5 L,0,N/A,Hatchback,122
Peugeot 208 1.2L Allure Premium PureTech,2,14249,32967,2020,Petrol,Manual,White,5,1.2 L,24,4.5,Hatchback,125
Audi A1 1.4L S line TFSI,2,14249,24535,2015,Petrol,Automatic,Black,3,1.4 L,33,4.5,Hatchback,113
Vauxhall Corsa 1.2L SRi Turbo,2,14249,9641,2021,Petrol,Manual,White,5,1.2 L,268,4,Hatchback,119
Ford Grand C-Max 1L Zetec EcoBoost T,2,14249,16255,2019,Petrol,Manual,Red,5,1.0 L,77,4.5,Mpv,134
Toyota Yaris 1.5L Y20 Bi-tone VVT-i,2,14299,10515,2020,Petrol,Manual,Silver,5,1.5 L,155,4.5,Hatchback,141
Ford Focus 1L Titanium X EcoBoost T,2,14299,20189,2018,Petrol,Manual,White,5,1.0 L,620,4,Hatchback,108
Nissan Qashqai 1.5L Tekna dCi,2,14299,32344,2017,Diesel,Manual,Silver,5,1.5 L,100,4.5,Suv,103
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,14299,16325,2020,Petrol,Manual,Silver,5,1.0 L,373,4,Hatchback,117
Nissan Leaf N-Connecta,2,14299,36186,2018,Electric,Automatic,White,5,N/A,7,4.5,Hatchback,0
Seat Arona 1L XCELLENCE Lux TSI,2,14349,54699,2019,Petrol,Manual,Grey,5,1.0 L,0,N/A,Suv,114
Vauxhall Corsa 1.2L SRi Turbo,2,14349,8042,2021,Petrol,Manual,Orange,5,1.2 L,268,4,Hatchback,119
Ford Fiesta 1L ST-Line Edition EcoBoost T,2,14349,20013,2020,Petrol,Manual,White,5,1.0 L,373,4,Hatchback,118
Mini Hatch 1.5L Cooper D,2,14349,10998,2017,Diesel,Automatic,Orange,3,1.5 L,0,N/A,Hatchback,98
Volkswagen Polo 1L Match EVO,2,14399,40592,2021,Petrol,Manual,Silver,5,1.0 L,151,4,Hatchback,125
Lexus IS 300 2.5L Executive Edition,2,14399,96119,2018,Plug_in_hybrid,Automatic,Red,4,2.5 L,28,4.5,Saloon,101
Seat Arona 1L FR TSI,2,14399,22985,2019,Petrol,Manual,Black,5,1.0 L,0,N/A,Suv,114
Vauxhall Corsa 1.2L SRi Premium Turbo,2,14399,14202,2020,Petrol,Manual,Red,5,1.2 L,268,4,Hatchback,126
Nissan X-Trail 1.6L n-tec dCi,2,14399,44923,2016,Diesel,Automatic,White,5,1.6 L,42,4.5,Suv,139
Mini Hatch 1.5L Cooper Classic,2,14399,10602,2019,Petrol,Manual,White,3,1.5 L,0,N/A,Hatchback,122
Mercedes-Benz A Class 1.5L AMG Line A180d,2,14449,58263,2017,Diesel,Manual,Black,5,1.5 L,47,4,Hatchback,102
Nissan Juke 1.6L Tekna,2,14449,12134,2019,Petrol,Manual,White,5,1.6 L,31,4,Suv,162
BMW 1 Series 1.5L M Sport 118i,2,14449,38535,2017,Petrol,Manual,Grey,5,1.5 L,31,4,Hatchback,126
Vauxhall Corsa 1.2L SRi Turbo,2,14449,10121,2021,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,119
Mini Hatch 1.5L Cooper,2,14449,32437,2016,Petrol,Automatic,Black,5,1.5 L,0,N/A,Hatchback,111
Volkswagen Golf 1.6L GT Edition BlueMotion Tech TDI,2,14449,54767,2017,Diesel,Automatic,Black,5,1.6 L,100,4.5,Hatchback,104
Jeep Cherokee 2.2L Limited MultiJetII,2,14499,62099,2015,Diesel,Automatic,Grey,5,2.2 L,9,4.5,Suv,150
Nissan Qashqai 1.5L Tekna dCi,2,14499,36858,2016,Diesel,Manual,Black,5,1.5 L,100,4.5,Suv,103
Mazda Mazda6 2.2L Sport Nav SKYACTIV-D,2,14499,62765,2017,Diesel,Automatic,Silver,5,2.2 L,75,4,Estate,129
Vauxhall Corsa 1.2L SE Edition,2,14499,4243,2021,Petrol,Manual,Orange,5,1.2 L,268,4,Hatchback,118
Mini Hatch 1.5L Cooper,2,14499,26322,2018,Petrol,Manual,Silver,5,1.5 L,0,N/A,Hatchback,116
Mini Hatch 1.5L Cooper Classic,2,14499,16720,2020,Petrol,Manual,Black,3,1.5 L,0,N/A,Hatchback,131
Ford Focus 1L ST-Line EcoBoost T,2,14499,62467,2020,Petrol,Manual,Blue,5,1.0 L,620,4,Hatchback,127
Volkswagen Passat 2L GT TDI,2,14549,50880,2017,Diesel,Manual,Silver,4,2.0 L,154,4.5,Saloon,112
Suzuki Vitara 1.6L SZ-T,2,14549,18714,2017,Petrol,Automatic,White,5,1.6 L,32,4,Suv,127
Vauxhall Corsa 1.2L SRi Turbo,2,14549,10361,2021,Petrol,Manual,Grey,5,1.2 L,268,4,Hatchback,119
Volkswagen Polo 1L SE Tech Edition TSI,2,14549,60931,2019,Petrol,Automatic,Black,5,1.0 L,151,4,Hatchback,106
Mazda Mazda3 2L SE-L Nav SKYACTIV-G,2,14549,20975,2017,Petrol,Automatic,Red,5,2.0 L,53,4,Hatchback,129
Ford Fiesta 1L Active X Edition EcoBoost MHEV T,2,14549,18124,2020,Petrol,Manual,Silver,5,1.0 L,373,4,Hatchback,124
Audi A3 1.6L Sport TDI,2,14549,34898,2017,Diesel,Manual,White,5,1.6 L,76,4.5,Hatchback,107
Kia Picanto 1L 2 DPi,2,14599,4270,2022,Petrol,Automatic,Yellow,5,1.0 L,61,4,Hatchback,118
Vauxhall Corsa 1.2L SE,2,14649,5826,2021,Petrol,Manual,White,5,1.2 L,268,4,Hatchback,118
Nissan Qashqai 1.5L N-Connecta dCi,2,14649,46282,2018,Diesel,Manual,Black,5,1.5 L,100,4.5,Suv,99
Mini Hatch 1.5L Cooper,2,14649,50827,2018,Petrol,Automatic,Blue,3,1.5 L,0,N/A,Hatchback,112
Volkswagen Golf 1.6L GT Edition BlueMotion Tech TDI,2,14649,28358,2016,Diesel,Automatic,Red,5,1.6 L,100,4.5,Hatchback,104
Vauxhall Cascada 1.6L Elite i Turbo,2,14649,34923,2017,Petrol,Automatic,Blue,2,1.6 L,2,4.5,Convertible,172
Mitsubishi Eclipse Cross 1.5L 4 T,2,14699,56869,2018,Petrol,Manual,White,5,1.5 L,0,N/A,Suv,151
Volkswagen Polo 1L SE EVO,2,14699,26167,2019,Petrol,Manual,Black,5,1.0 L,151,4,Hatchback,108
Vauxhall Grandland X 1.5L Elite Nav BlueInjection Turbo D,2,14699,48647,2018,Diesel,Manual,White,5,1.5 L,0,N/A,Suv,110
Ford Fiesta 1L ST-Line Edition EcoBoost T,2,14699,16211,2020,Petrol,Manual,Black,5,1.0 L,373,4,Hatchback,118
Smart fortwo Edition Nightsky,2,14699,14559,2019,Electric,Automatic,Black,2,N/A,26,4.5,Coupe,0
Ford Fiesta 1L Active X Edition EcoBoost MHEV T,2,14699,20198,2020,Petrol,Manual,Black,5,1.0 L,373,4,Hatchback,123
Mini Hatch 2L Cooper S,2,14699,34787,2018,Petrol,Manual,Blue,5,2.0 L,0,N/A,Hatchback,150
Mazda MX-5 1.5L Arctic SKYACTIV-G,2,14699,14730,2017,Petrol,Manual,Blue,2,1.5 L,62,4,Convertible,139
Hyundai IONIQ Premium,2,14749,28175,2018,Electric,Automatic,Black,5,N/A,0,N/A,Hatchback,0
Vauxhall Corsa 1.2L SRi Turbo,2,14749,12781,2021,Petrol,Manual,Black,5,1.2 L,268,4,Hatchback,119
Honda Civic 1.6L SE i-DTEC,2,14749,34939,2019,Diesel,Manual,Red,5,1.6 L,184,4.5,Hatchback,93
Vauxhall Corsa 1.2L SRi Turbo,2,14749,10671,2021,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,119
Mercedes-Benz C Class 2.1L SE C220d,2,14749,54652,2016,Diesel,Automatic,Grey,4,2.1 L,144,4.5,Saloon,109
Vauxhall Combo Life 1.2L Energy Turbo,2,14749,40692,2019,Petrol,Manual,Red,5,1.2 L,4,4,Mpv,124
Peugeot 308 1.5L Allure Premium BlueHDi,2,14799,50303,2020,Diesel,Automatic,Grey,5,1.5 L,51,4,Hatchback,123
Nissan Qashqai 1.2L N-Connecta DIG-T,2,14799,40521,2016,Petrol,Automatic,Red,5,1.2 L,100,4.5,Suv,129
Ford Focus 1L Titanium EcoBoost T,2,14799,14927,2018,Petrol,Automatic,Silver,5,1.0 L,620,4,Hatchback,125
Nissan Micra 1L N-Sport IG-T,2,14799,12436,2021,Petrol,Manual,White,5,1.0 L,114,4,Hatchback,129
BMW 1 Series 1.5L Sport 118i,2,14799,30689,2018,Petrol,Automatic,White,3,1.5 L,31,4,Hatchback,119
Toyota Yaris 1.5L Icon Tech VVT-h,2,14799,14763,2018,Hybrid,Automatic,Silver,5,1.5 L,155,4.5,Hatchback,84
Kia Rio 1.4L 2,2,14799,9212,2019,Petrol,Automatic,Grey,5,1.4 L,44,4,Hatchback,143
Mazda MX-5 1.5L SE+ SKYACTIV-G,2,14849,26721,2019,Petrol,Manual,White,2,1.5 L,62,4,Convertible,143
Vauxhall Corsa 1.2L SRi Turbo,2,14849,16362,2021,Petrol,Manual,Grey,5,1.2 L,268,4,Hatchback,119
Mini Hatch 1.5L Cooper,2,14849,18937,2016,Petrol,Automatic,White,3,1.5 L,0,N/A,Hatchback,109
Vauxhall Insignia 1.5L SRi VX Line Nav i Turbo,2,14849,52670,2019,Petrol,Automatic,Black,5,1.5 L,96,4.5,Hatchback,135
Vauxhall Grandland X 1.2L Sport Nav Turbo,2,14849,36587,2018,Petrol,Manual,Red,5,1.2 L,0,N/A,Suv,121
Hyundai IONIQ Premium,2,14849,44823,2018,Electric,Automatic,Blue,5,N/A,0,N/A,Hatchback,0
BMW i3 0.6L ,2,14849,44015,2017,Electric,Automatic,Multicolour,5,12 g/km,0,N/A,Hatchback,0
Toyota Yaris 1.5L Icon Tech VVT-h,2,14849,16910,2018,Hybrid,Automatic,White,5,1.5 L,155,4.5,Hatchback,84
Volkswagen Golf 2L Match Edition TDI,2,14899,74059,2020,Petrol,Automatic,Red,5,2.0 L,100,4.5,Hatchback,116
Nissan Juke 1.6L Tekna,2,14899,16404,2018,Petrol,Automatic,Blue,5,1.6 L,31,4,Suv,152
Nissan Leaf Acenta,2,14899,14661,2019,Electric,Automatic,Silver,5,N/A,7,4.5,Hatchback,0
Ford Fiesta 1L Active X Edition EcoBoost MHEV T,2,14899,18193,2020,Petrol,Manual,Blue,5,1.0 L,373,4,Hatchback,123
Vauxhall Insignia 2L SRi VX Line Nav BlueInjection Turbo D,2,14899,58208,2019,Diesel,Manual,Black,5,2.0 L,96,4.5,Estate,148
Nissan Qashqai 1.2L Tekna DIG-T,2,14899,48959,2016,Petrol,Automatic,Blue,5,1.2 L,100,4.5,Suv,133
Volkswagen Golf SV 1.5L SE TSI EVO,2,14949,16929,2018,Petrol,Manual,Red,5,1.5 L,157,4.5,Mpv,116
Vauxhall Corsa 1.2L Elite Edition,2,14949,12307,2021,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,119
BMW 1 Series 2L Sport 118d,2,14949,42389,2017,Diesel,Automatic,White,5,2.0 L,31,4,Hatchback,105
Nissan Qashqai 1.5L N-Connecta dCi,2,14949,30357,2018,Diesel,Manual,Silver,5,1.5 L,100,4.5,Suv,110
Skoda Fabia 1L SE TSI,2,14949,18259,2021,Petrol,Automatic,Blue,5,1.0 L,153,4,Hatchback,130
Vauxhall Mokka X 1.4L Active i Turbo,2,14949,26009,2019,Petrol,Automatic,Black,5,1.4 L,32,4.5,Suv,162
Ford Fiesta 1L ST-Line Edition EcoBoost T,2,14999,10937,2021,Petrol,Manual,Silver,5,1.0 L,373,4,Hatchback,118
Mini Clubman 1.5L Cooper,2,14999,34909,2016,Petrol,Automatic,Black,5,1.5 L,12,4.5,Estate,121
Vauxhall Corsa 1.2L SRi Premium Turbo,2,14999,9229,2020,Petrol,Manual,Grey,5,1.2 L,268,4,Hatchback,126
Vauxhall Corsa 1.2L SE,2,15049,2,2021,Petrol,Manual,Grey,5,1.2 L,268,4,Hatchback,118
BMW 1 Series 2L M Sport 118d,2,15049,84138,2018,Diesel,Automatic,Gold,5,2.0 L,31,4,Hatchback,118
Volkswagen Passat 1.5L R-Line TSI EVO,2,15099,86554,2019,Petrol,Automatic,Black,4,1.5 L,154,4.5,Saloon,122
Mini Hatch 1.5L Cooper Classic,2,15099,26162,2020,Petrol,Manual,Silver,5,1.5 L,0,N/A,Hatchback,115
Honda CR-V 1.6L SR i-DTEC,2,15099,64138,2017,Diesel,Automatic,Silver,5,1.6 L,152,4.5,Suv,139
Mini Hatch 2L Cooper S,2,15099,24156,2018,Petrol,Manual,Grey,5,2.0 L,0,N/A,Hatchback,141
Kia Rio 1L GT-Line T-GDi,2,15099,30391,2019,Petrol,Automatic,Black,5,1.0 L,44,4,Hatchback,124
Nissan Qashqai 1.2L N-Connecta DIG-T,2,15099,22532,2017,Petrol,Manual,Blue,5,1.2 L,100,4.5,Suv,129
Audi A1 1.4L S line CoD TFSI,2,15149,42808,2017,Petrol,Manual,Grey,5,1.4 L,33,4.5,Hatchback,112
Vauxhall Corsa 1.2L SRi Turbo,2,15149,18779,2021,Petrol,Manual,Red,5,1.2 L,268,4,Hatchback,119
Vauxhall Corsa 1.2L Elite Nav Premium Turbo,2,15149,24559,2021,Petrol,Manual,Black,5,1.2 L,268,4,Hatchback,120
Vauxhall Corsa 1.2L Elite Edition,2,15149,5632,2021,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,119
Vauxhall Corsa 1.2L Elite Edition,2,15149,5806,2021,Petrol,Manual,White,5,1.2 L,268,4,Hatchback,119
Volkswagen Golf 1.6L GT Edition TDI,2,15149,56286,2019,Diesel,Manual,Silver,5,1.6 L,100,4.5,Hatchback,111
